ride_id,timestamp,origin_lat,origin_lon,dest_lat,dest_lon,vehicle_type,trip_distance,trip_duration,fare,hour,day_of_week,is_rush_hour
R004585,2024-01-02 04:02:02,40.703794,-73.970234,40.67427,-74.000047,economy,4.13,5.26,7.77,4,1,0
R004586,2024-01-14 09:16:59,40.704864,-74.019349,40.730202,-74.032796,sedan,3.04,9.07,17.39,9,6,1
R004587,2024-01-26 12:07:49,40.690034,-74.024837,40.750674,-73.987637,sedan,7.44,13.39,24.68,12,4,0
R004588,2024-01-21 04:30:43,40.684288,-74.039873,40.711514,-74.03665,sedan,3.04,4.33,8.98,4,6,0
R004589,2024-01-11 00:28:47,40.715105,-74.047722,40.672996,-74.040799,economy,4.72,5.75,7.53,0,3,0
R004590,2024-01-05 17:41:15,40.672504,-73.993821,40.726497,-74.03521,economy,6.94,27.55,26.4,17,4,1
R004591,2024-01-10 09:26:35,40.709055,-74.019633,40.724859,-74.000345,suv,2.39,8.99,20.03,9,2,1
R004592,2024-01-12 11:20:51,40.687435,-74.041737,40.723403,-74.035355,economy,4.04,7.97,9.36,11,4,0
R004593,2024-01-14 06:45:21,40.687568,-74.018491,40.691174,-74.042663,economy,2.08,3.97,6.2,6,6,0
R004594,2024-01-18 19:51:43,40.687407,-74.024846,40.692515,-74.023035,economy,0.59,2.58,5.72,19,3,1
R004595,2024-01-28 06:36:46,40.742718,-74.029281,40.701157,-73.984393,economy,5.97,12.67,12.83,6,6,0
R004596,2024-01-17 05:44:47,40.744798,-73.964671,40.710482,-73.9636,economy,3.82,6.58,8.86,5,2,0
R004597,2024-01-22 04:27:56,40.714053,-73.992516,40.699302,-74.03322,economy,3.8,5.72,6.13,4,0,0
R004598,2024-01-19 14:23:21,40.753534,-74.006015,40.690586,-73.982713,economy,7.27,16.05,15.61,14,4,0
R004599,2024-01-20 01:27:41,40.672916,-74.021104,40.676292,-74.043321,suv,1.91,2.22,9.39,1,5,0
R004600,2024-01-03 10:43:06,40.73304,-73.985563,40.693024,-74.03084,economy,5.86,13.15,13.82,10,2,0
R004601,2024-01-20 01:29:27,40.725723,-74.035969,40.728128,-74.015761,suv,1.72,2.45,8.4,1,5,0
R004602,2024-01-13 05:46:04,40.700197,-73.995924,40.684053,-74.027262,sedan,3.19,6.7,11.29,5,5,0
R004603,2024-01-27 07:37:47,40.704475,-74.01584,40.741634,-74.048328,sedan,4.96,16.68,24.09,7,5,1
R004604,2024-01-06 18:58:24,40.750648,-74.013893,40.747791,-74.033096,economy,1.65,6.95,9.63,18,5,1
R004605,2024-01-28 10:14:01,40.749093,-74.030947,40.702141,-73.984962,economy,6.5,9.08,13.47,10,6,0
R004606,2024-01-02 17:08:56,40.692439,-74.025,40.675939,-73.988475,economy,3.58,15.06,17.7,17,1,1
R004607,2024-01-09 05:29:49,40.723082,-74.023544,40.715314,-74.030126,economy,1.03,1.81,4.46,5,1,0
R004608,2024-01-24 17:34:56,40.702849,-74.017798,40.684634,-74.024671,economy,2.11,7.92,10.78,17,2,1
R004609,2024-01-07 04:10:44,40.677558,-74.032316,40.722435,-73.985105,sedan,6.38,7.41,15.87,4,6,0
R004610,2024-01-01 02:10:26,40.672519,-73.964689,40.682927,-73.990842,suv,2.49,3.35,10.6,2,0,0
R004611,2024-01-09 13:45:26,40.719362,-74.041263,40.723232,-74.037801,economy,0.52,1.19,3.61,13,1,0
R004612,2024-01-01 18:26:52,40.66879,-73.977394,40.694596,-73.97887,suv,2.87,12.14,25.47,18,0,1
R004613,2024-01-09 14:09:44,40.712422,-74.040642,40.675661,-73.980669,suv,6.5,11.81,26.72,14,1,0
R004614,2024-01-06 11:29:13,40.742583,-73.995907,40.722224,-74.007859,economy,2.48,5.93,7.73,11,5,0
R004615,2024-01-16 17:57:34,40.700912,-73.97096,40.721349,-74.040163,economy,6.26,23.72,24.4,17,1,1
R004616,2024-01-16 14:29:49,40.753414,-73.989501,40.668481,-74.028274,economy,9.99,20.39,20.6,14,1,0
R004617,2024-01-29 19:32:32,40.733822,-74.004388,40.740223,-73.987568,economy,1.59,6.46,8.75,19,0,1
R004618,2024-01-10 04:25:33,40.678731,-74.015586,40.683927,-74.030897,suv,1.41,1.9,7.8,4,2,0
R004619,2024-01-29 12:43:46,40.701184,-73.972128,40.705304,-73.985055,economy,1.18,2.59,4.61,12,0,0
R004620,2024-01-11 06:55:31,40.697112,-73.98647,40.689335,-73.981158,sedan,0.97,1.51,6.13,6,3,0
R004621,2024-01-13 17:32:00,40.74465,-74.035011,40.704638,-73.988426,economy,5.93,22.01,24.56,17,5,1
R004622,2024-01-16 18:53:23,40.743963,-73.997174,40.692136,-74.025515,suv,6.24,24.1,49.78,18,1,1
R004623,2024-01-29 05:48:48,40.710042,-74.031917,40.724042,-74.033707,economy,1.56,2.84,4.9,5,0,0
R004624,2024-01-12 21:43:17,40.696627,-73.971163,40.675133,-74.03827,economy,6.14,11.28,14.03,21,4,0
R004625,2024-01-20 02:39:35,40.713488,-73.982004,40.735406,-74.035969,sedan,5.16,6.31,11.72,2,5,0
R004626,2024-01-01 22:07:30,40.694506,-73.978732,40.701276,-73.972675,suv,0.91,1.69,8.39,22,0,0
R004627,2024-01-12 05:02:30,40.674956,-74.027807,40.729023,-73.994863,economy,6.62,16.78,15.33,5,4,0
R004628,2024-01-10 01:18:14,40.729625,-74.02758,40.756655,-73.994467,sedan,4.1,4.83,10.44,1,2,0
R004629,2024-01-15 22:09:41,40.689412,-74.004513,40.713575,-74.030616,sedan,3.47,5.7,13.17,22,0,0
R004630,2024-01-11 02:05:02,40.729811,-74.008063,40.75576,-74.020878,economy,3.08,4.11,6.51,2,3,0
R004631,2024-01-22 15:03:52,40.725332,-74.033184,40.685241,-74.023115,economy,4.54,10.61,11.05,15,0,0
R004632,2024-01-02 04:22:42,40.696103,-73.982234,40.695901,-74.021723,sedan,3.33,4.57,9.2,4,1,0
R004633,2024-01-20 05:02:05,40.687997,-74.02388,40.705311,-73.973569,suv,4.66,9.93,22.0,5,5,0
R004634,2024-01-12 19:50:38,40.715801,-74.014172,40.726771,-74.026688,sedan,1.61,6.03,13.44,19,4,1
R004635,2024-01-21 21:55:59,40.690518,-74.020506,40.743466,-74.025156,economy,5.9,13.17,14.72,21,6,0
R004636,2024-01-20 23:28:47,40.682271,-74.023957,40.692993,-73.98602,sedan,3.41,4.24,9.11,23,5,0
R004637,2024-01-22 19:48:47,40.693525,-74.027731,40.73213,-73.989942,economy,5.35,19.54,21.36,19,0,1
R004638,2024-01-04 11:49:46,40.72838,-74.038745,40.680062,-74.023348,economy,5.53,11.63,12.89,11,3,0
R004639,2024-01-30 19:49:14,40.736945,-74.044304,40.677303,-74.011357,economy,7.19,32.63,31.22,19,1,1
R004640,2024-01-19 21:38:28,40.728383,-73.988713,40.688153,-74.025289,suv,5.43,9.8,22.7,21,4,0
R004641,2024-01-25 00:53:33,40.693239,-73.976968,40.742982,-74.008743,sedan,6.15,6.74,12.61,0,3,0
R004642,2024-01-15 09:38:42,40.723544,-74.02672,40.668455,-73.967991,sedan,7.88,25.59,42.12,9,0,1
R004643,2024-01-13 16:32:05,40.73446,-73.989822,40.715421,-74.019199,economy,3.26,6.62,8.23,16,5,0
R004644,2024-01-27 10:32:25,40.732116,-73.991341,40.727727,-74.007285,economy,1.43,2.75,5.08,10,5,0
R004645,2024-01-09 10:01:36,40.745737,-74.022981,40.67578,-73.982622,economy,8.49,13.71,17.01,10,1,0
R004646,2024-01-09 11:48:15,40.696252,-73.981304,40.727443,-74.01808,economy,4.65,10.1,11.91,11,1,0
R004647,2024-01-29 03:05:44,40.726413,-73.97964,40.724604,-74.013315,sedan,2.84,3.1,7.78,3,0,0
R004648,2024-01-26 22:55:04,40.73795,-73.9825,40.700661,-73.983001,suv,4.15,7.3,21.43,22,4,0
R004649,2024-01-20 17:42:46,40.687603,-74.026809,40.72546,-74.042923,economy,4.42,18.04,19.82,17,5,1
R004650,2024-01-12 18:26:07,40.732288,-74.001782,40.694825,-73.980785,sedan,4.53,14.51,26.56,18,4,1
R004651,2024-01-07 20:17:44,40.686505,-74.034448,40.714562,-74.032298,suv,3.13,6.11,17.34,20,6,0
R004652,2024-01-02 04:09:42,40.669389,-73.984035,40.725148,-74.038248,sedan,7.7,7.99,15.44,4,1,0
R004653,2024-01-16 21:59:08,40.716322,-74.02661,40.689239,-74.028915,sedan,3.02,4.68,10.34,21,1,0
R004654,2024-01-17 15:58:50,40.674281,-73.9635,40.684754,-74.019419,suv,4.86,9.08,20.11,15,2,0
R004655,2024-01-28 09:30:43,40.734352,-74.041701,40.737276,-74.017038,economy,2.1,7.89,9.38,9,6,1
R004656,2024-01-10 05:37:15,40.697742,-74.025181,40.736588,-73.966927,economy,6.54,11.89,13.92,5,2,0
R004657,2024-01-18 08:43:30,40.754288,-74.031629,40.685569,-73.971,economy,9.19,32.96,28.85,8,3,1
R004658,2024-01-14 02:29:11,40.741294,-73.999477,40.679734,-74.03553,sedan,7.49,9.06,17.41,2,6,0
R004659,2024-01-12 04:39:53,40.731325,-74.017424,40.715724,-73.963061,suv,4.9,7.21,15.7,4,4,0
R004660,2024-01-27 13:39:58,40.683326,-74.040043,40.738328,-73.97503,economy,8.21,14.89,17.21,13,5,0
R004661,2024-01-18 16:29:30,40.724217,-74.036894,40.693534,-73.966448,sedan,6.85,11.02,20.74,16,3,0
R004662,2024-01-03 07:17:00,40.686761,-74.033365,40.719669,-74.021678,sedan,3.79,10.27,19.02,7,2,1
R004663,2024-01-23 06:26:56,40.66981,-73.99959,40.714367,-73.988931,suv,5.04,10.15,22.99,6,1,0
R004664,2024-01-14 05:44:29,40.731642,-73.991095,40.724559,-73.990238,sedan,0.79,1.62,5.63,5,6,0
R004665,2024-01-09 12:57:15,40.696923,-74.037607,40.681861,-74.022165,sedan,2.12,3.42,7.36,12,1,0
R004666,2024-01-27 16:18:50,40.700119,-74.028853,40.670451,-73.961929,sedan,6.54,10.56,21.12,16,5,0
R004667,2024-01-12 13:07:58,40.68502,-74.043784,40.728297,-74.022474,economy,5.14,9.67,10.8,13,4,0
R004668,2024-01-26 12:08:45,40.696329,-74.021385,40.725865,-73.973306,economy,5.22,11.06,11.33,12,4,0
R004669,2024-01-26 14:01:42,40.6769,-74.001686,40.720356,-74.031539,sedan,5.45,10.42,17.14,14,4,0
R004670,2024-01-28 10:14:06,40.68674,-74.031691,40.751746,-74.00563,economy,7.55,16.31,16.91,10,6,0
R004671,2024-01-30 09:15:15,40.694708,-73.984251,40.736073,-73.983202,economy,4.6,16.28,16.42,9,1,1
R004672,2024-01-29 20:45:48,40.703668,-73.976386,40.70153,-73.981684,sedan,0.51,1.0,5.2,20,0,0
R004673,2024-01-06 09:19:29,40.673834,-73.999418,40.680846,-74.03245,suv,2.89,9.4,24.13,9,5,1
R004674,2024-01-26 03:08:40,40.729877,-73.983763,40.681378,-74.009479,sedan,5.81,6.64,12.44,3,4,0
R004675,2024-01-18 15:34:48,40.751301,-74.039867,40.690656,-74.0274,economy,6.82,11.05,15.06,15,3,0
R004676,2024-01-11 22:56:19,40.723855,-74.039431,40.676717,-73.996423,economy,6.37,9.34,14.87,22,3,0
R004677,2024-01-12 13:20:45,40.673875,-73.99347,40.72313,-73.998471,economy,5.49,12.8,13.9,13,4,0
R004678,2024-01-28 17:43:33,40.691566,-74.031575,40.69535,-74.023751,suv,0.78,3.13,13.06,17,6,1
R004679,2024-01-17 22:34:24,40.701713,-74.019944,40.720249,-74.032782,sedan,2.33,3.44,8.99,22,2,0
R004680,2024-01-20 08:24:37,40.750046,-74.014298,40.686924,-73.988719,sedan,7.34,25.93,33.17,8,5,1
R004681,2024-01-06 17:32:56,40.728261,-74.038751,40.748523,-73.980087,economy,5.43,22.16,24.29,17,5,1
R004682,2024-01-05 01:15:05,40.74603,-73.989401,40.685966,-73.99614,economy,6.7,9.64,10.44,1,4,0
R004683,2024-01-20 17:35:55,40.70461,-74.037344,40.688716,-74.024752,economy,2.06,9.12,12.32,17,5,1
R004684,2024-01-06 00:13:55,40.677348,-73.969949,40.699481,-73.978414,suv,2.56,3.4,10.89,0,5,0
R004685,2024-01-05 14:59:55,40.708088,-73.963885,40.709572,-73.993281,economy,2.48,5.69,6.7,14,4,0
R004686,2024-01-18 22:42:49,40.701868,-73.973817,40.688264,-73.980305,sedan,1.61,2.95,7.67,22,3,0
R004687,2024-01-01 23:15:09,40.699691,-73.980319,40.720253,-74.009444,economy,3.35,4.46,6.43,23,0,0
R004688,2024-01-09 14:05:47,40.684566,-74.037379,40.694661,-74.017584,economy,2.01,4.46,6.06,14,1,0
R004689,2024-01-08 08:40:40,40.72023,-74.041322,40.673643,-74.000861,economy,6.2,24.54,22.84,8,0,1
R004690,2024-01-14 05:12:41,40.694941,-73.976749,40.680126,-74.036953,sedan,5.34,9.16,16.79,5,6,0
R004691,2024-01-02 01:16:21,40.715487,-74.036355,40.740129,-73.99941,economy,4.15,5.37,8.1,1,1,0
R004692,2024-01-02 04:49:29,40.690584,-74.033597,40.718574,-74.028895,sedan,3.14,4.23,8.68,4,1,0
R004693,2024-01-26 14:59:58,40.68855,-74.031823,40.699157,-73.987748,economy,3.9,8.46,10.37,14,4,0
R004694,2024-01-24 04:21:21,40.698041,-73.976162,40.715502,-73.987368,sedan,2.16,2.55,6.7,4,2,0
R004695,2024-01-23 21:14:37,40.688504,-74.029579,40.698009,-73.966088,suv,5.46,10.57,22.14,21,1,0
R004696,2024-01-21 01:18:06,40.697337,-73.975849,40.713286,-74.0389,sedan,5.6,5.48,11.8,1,6,0
R004697,2024-01-03 11:50:37,40.699452,-73.971143,40.673137,-73.963507,economy,3.0,7.08,8.4,11,2,0
R004698,2024-01-28 20:29:14,40.684642,-73.992121,40.747176,-74.038447,suv,7.97,14.38,30.95,20,6,0
R004699,2024-01-11 12:38:00,40.717473,-74.032681,40.727831,-73.973426,suv,5.12,8.81,22.59,12,3,0
R004700,2024-01-09 23:42:27,40.719422,-74.015573,40.681309,-74.031602,sedan,4.45,5.4,11.04,23,1,0
R004701,2024-01-20 02:44:10,40.722436,-74.041551,40.703467,-73.98943,suv,4.87,5.45,15.84,2,5,0
R004702,2024-01-15 00:00:42,40.727237,-74.020928,40.727976,-74.029825,suv,0.75,1.18,6.0,0,0,0
R004703,2024-01-19 18:43:53,40.682735,-74.026515,40.698554,-73.982559,economy,4.1,15.18,17.74,18,4,1
R004704,2024-01-18 19:20:13,40.690545,-74.021218,40.7085,-74.028732,economy,2.09,8.26,10.57,19,3,1
R004705,2024-01-28 07:36:32,40.732201,-73.99026,40.700394,-73.980614,economy,3.63,11.91,14.92,7,6,1
R004706,2024-01-25 12:09:34,40.726946,-74.033236,40.720946,-73.972535,sedan,5.16,9.98,16.83,12,3,0
R004707,2024-01-11 17:49:04,40.732809,-73.987824,40.72225,-73.996148,economy,1.37,5.79,9.05,17,3,1
R004708,2024-01-07 06:29:17,40.670251,-73.984998,40.70128,-73.976072,economy,3.53,7.98,9.02,6,6,0
R004709,2024-01-05 20:41:28,40.751861,-74.030348,40.719928,-73.97861,economy,5.62,11.98,13.73,20,4,0
R004710,2024-01-11 12:23:38,40.669482,-73.98585,40.737392,-73.985944,economy,7.55,14.51,17.11,12,3,0
R004711,2024-01-30 18:42:57,40.701278,-73.98037,40.728305,-74.023061,sedan,4.69,14.19,25.36,18,1,1
R004712,2024-01-12 11:01:57,40.701227,-74.023867,40.689807,-73.967966,economy,4.88,10.94,13.16,11,4,0
R004713,2024-01-19 22:40:05,40.707007,-74.045774,40.721046,-74.032336,suv,1.93,4.06,12.81,22,4,0
R004714,2024-01-27 09:57:04,40.720404,-74.003686,40.68413,-74.025745,suv,4.44,17.19,32.31,9,5,1
R004715,2024-01-23 10:08:47,40.706679,-74.032647,40.675715,-73.991329,economy,4.9,8.8,10.9,10,1,0
R004716,2024-01-30 01:29:57,40.728502,-74.032318,40.713611,-74.023443,suv,1.82,2.51,8.6,1,1,0
R004717,2024-01-06 02:25:41,40.738266,-73.997853,40.696305,-74.041039,sedan,5.92,7.61,13.91,2,5,0
R004718,2024-01-03 09:53:58,40.733517,-74.040029,40.722601,-74.013642,economy,2.53,7.81,10.6,9,2,1
R004719,2024-01-02 06:02:50,40.701823,-74.011191,40.695926,-73.976503,sedan,3.0,4.51,11.01,6,1,0
R004720,2024-01-29 08:29:12,40.691614,-74.032358,40.731661,-73.983115,economy,6.09,23.34,21.56,8,0,1
R004721,2024-01-24 11:43:54,40.734876,-73.994426,40.729915,-73.988878,sedan,0.72,1.25,5.36,11,2,0
R004722,2024-01-10 09:00:47,40.694941,-74.019193,40.703,-74.048227,suv,2.61,9.73,22.28,9,2,1
R004723,2024-01-14 07:18:41,40.743734,-74.001197,40.733074,-74.023755,sedan,2.24,6.37,13.91,7,6,1
R004724,2024-01-03 05:51:45,40.732733,-74.000991,40.691451,-74.021952,economy,4.92,9.39,11.01,5,2,0
R004725,2024-01-19 10:37:36,40.732002,-74.000626,40.685976,-73.974492,sedan,5.57,8.76,18.62,10,4,0
R004726,2024-01-09 02:08:51,40.75297,-74.027513,40.694652,-74.018164,economy,6.53,8.55,9.49,2,1,0
R004727,2024-01-14 00:05:35,40.700693,-74.035475,40.720934,-73.993377,economy,4.2,5.76,6.94,0,6,0
R004728,2024-01-10 23:46:14,40.717598,-74.037103,40.679607,-73.992724,economy,5.64,8.13,9.43,23,2,0
R004729,2024-01-20 21:39:27,40.67563,-74.040392,40.672464,-74.003099,economy,3.16,5.49,8.62,21,5,0
R004730,2024-01-14 02:11:31,40.690952,-74.020971,40.732382,-73.99182,economy,5.22,7.67,8.04,2,6,0
R004731,2024-01-25 05:39:05,40.696426,-74.028877,40.681513,-74.022167,sedan,1.75,3.1,7.93,5,3,0
R004732,2024-01-08 01:05:18,40.718028,-74.003056,40.726486,-73.990263,economy,1.43,2.03,3.86,1,0,0
R004733,2024-01-17 19:03:35,40.695257,-74.026749,40.678421,-73.997257,economy,3.11,12.65,14.86,19,2,1
R004734,2024-01-13 21:26:19,40.75053,-73.967132,40.733508,-73.995767,sedan,3.07,5.34,10.66,21,5,0
R004735,2024-01-04 21:36:55,40.741148,-74.002599,40.746285,-73.978849,economy,2.08,4.5,5.9,21,3,0
R004736,2024-01-07 06:20:25,40.668467,-74.015356,40.689216,-73.96666,sedan,4.71,9.46,14.93,6,6,0
R004737,2024-01-04 14:09:14,40.733678,-73.981411,40.73402,-74.024975,sedan,3.67,6.61,13.95,14,3,0
R004738,2024-01-16 01:19:59,40.721564,-74.050927,40.691043,-73.967238,economy,7.83,10.4,10.96,1,1,0
R004739,2024-01-16 02:00:54,40.684601,-74.038526,40.68658,-74.001172,suv,3.16,4.04,12.28,2,1,0
R004740,2024-01-03 19:07:56,40.696907,-74.000227,40.699907,-73.969063,economy,2.65,10.4,11.64,19,2,1
R004741,2024-01-11 00:07:15,40.715805,-73.980614,40.718552,-74.029476,economy,4.13,5.98,7.85,0,3,0
R004742,2024-01-29 07:17:51,40.721252,-74.03594,40.738078,-74.033174,suv,1.89,5.86,15.71,7,0,1
R004743,2024-01-03 08:57:33,40.681976,-74.007705,40.740811,-73.981364,sedan,6.91,20.35,29.13,8,2,1
R004744,2024-01-16 14:22:48,40.678958,-73.982372,40.703673,-73.984936,economy,2.76,5.81,7.6,14,1,0
R004745,2024-01-03 12:48:47,40.694419,-73.9798,40.692193,-74.025566,sedan,3.87,6.69,12.56,12,2,0
R004746,2024-01-21 16:46:04,40.738521,-73.985777,40.695747,-73.981621,suv,4.77,10.21,20.78,16,6,0
R004747,2024-01-01 06:48:54,40.687011,-73.978102,40.69669,-74.025683,economy,4.15,9.35,9.9,6,0,0
R004748,2024-01-13 14:01:00,40.716557,-74.037171,40.67595,-73.987047,sedan,6.18,11.41,18.99,14,5,0
R004749,2024-01-27 12:25:43,40.716423,-74.019641,40.699209,-74.039171,economy,2.52,5.83,7.92,12,5,0
R004750,2024-01-25 07:13:44,40.739799,-74.032892,40.730039,-73.992434,sedan,3.58,10.37,16.73,7,3,1
R004751,2024-01-11 16:52:00,40.754563,-73.992224,40.738259,-74.021704,suv,3.07,5.51,14.95,16,3,0
R004752,2024-01-03 08:41:03,40.690882,-73.99852,40.692333,-74.028011,economy,2.49,9.86,11.69,8,2,1
R004753,2024-01-07 00:51:48,40.685302,-73.968379,40.68575,-73.984674,sedan,1.37,1.44,4.87,0,6,0
R004754,2024-01-10 09:56:44,40.70879,-73.973194,40.680423,-74.046089,economy,6.91,23.38,22.99,9,2,1
R004755,2024-01-29 20:10:15,40.729684,-73.982571,40.744724,-73.984054,economy,1.68,3.41,5.62,20,0,0
R004756,2024-01-19 15:11:09,40.752047,-74.03362,40.712788,-73.961546,suv,7.48,15.08,31.8,15,4,0
R004757,2024-01-27 22:09:43,40.718396,-74.033356,40.670111,-74.027607,economy,5.39,11.05,12.66,22,5,0
R004758,2024-01-28 03:13:39,40.750552,-74.010846,40.686183,-74.037375,sedan,7.5,9.54,16.37,3,6,0
R004759,2024-01-07 09:33:55,40.698829,-74.023168,40.750815,-74.004844,sedan,5.98,17.58,28.97,9,6,1
R004760,2024-01-30 06:35:45,40.755739,-74.043907,40.692276,-74.019732,economy,7.34,14.04,14.58,6,1,0
R004761,2024-01-08 17:01:02,40.684749,-74.027408,40.720431,-73.96157,economy,6.82,31.84,33.69,17,0,1
R004762,2024-01-17 09:26:26,40.671428,-74.03847,40.699523,-73.980953,sedan,5.77,17.18,28.09,9,2,1
R004763,2024-01-23 08:06:25,40.743743,-73.982071,40.70349,-73.975383,economy,4.51,17.59,17.11,8,1,1
R004764,2024-01-15 10:22:56,40.694117,-73.981104,40.688432,-73.99892,economy,1.63,3.21,5.19,10,0,0
R004765,2024-01-09 11:32:19,40.737869,-73.993749,40.724441,-74.0395,economy,4.13,9.59,9.46,11,1,0
R004766,2024-01-03 11:28:11,40.686298,-73.996127,40.728458,-74.044679,sedan,6.22,10.94,19.3,11,2,0
R004767,2024-01-23 12:57:04,40.698559,-73.984209,40.72198,-74.035842,economy,5.07,10.34,11.65,12,1,0
R004768,2024-01-01 06:56:24,40.691448,-74.025533,40.733807,-73.992913,sedan,5.45,8.37,16.79,6,0,0
R004769,2024-01-11 10:45:40,40.728837,-74.033781,40.735568,-74.028845,economy,0.86,1.66,4.17,10,3,0
R004770,2024-01-13 16:15:24,40.741965,-74.036444,40.685208,-74.028465,economy,6.35,10.71,13.67,16,5,0
R004771,2024-01-03 08:51:01,40.724651,-74.033868,40.676886,-73.993027,economy,6.33,24.99,24.0,8,2,1
R004772,2024-01-11 18:22:43,40.732883,-74.035749,40.696158,-73.975024,economy,6.55,25.41,27.69,18,3,1
R004773,2024-01-01 02:05:38,40.669872,-73.973621,40.701738,-74.021348,economy,5.36,6.76,7.98,2,0,0
R004774,2024-01-16 04:14:33,40.703225,-73.990941,40.674905,-73.963561,sedan,3.9,4.85,10.38,4,1,0
R004775,2024-01-23 03:41:54,40.6877,-74.046546,40.676739,-74.021841,sedan,2.41,2.96,7.22,3,1,0
R004776,2024-01-26 06:24:51,40.70699,-74.003782,40.730364,-74.034734,sedan,3.68,6.34,13.14,6,4,0
R004777,2024-01-28 01:37:20,40.692663,-73.96684,40.724091,-74.007468,economy,4.89,7.9,8.81,1,6,0
R004778,2024-01-26 18:12:16,40.733192,-73.988309,40.729204,-73.973615,suv,1.32,4.56,17.27,18,4,1
R004779,2024-01-12 01:34:07,40.699031,-73.97093,40.677848,-73.979372,sedan,2.46,3.36,7.53,1,4,0
R004780,2024-01-28 00:15:17,40.681742,-74.002548,40.736796,-73.962053,sedan,7.01,8.97,15.37,0,6,0
R004781,2024-01-07 23:30:52,40.683035,-74.03317,40.699995,-73.988677,economy,4.2,5.75,7.77,23,6,0
R004782,2024-01-16 18:21:45,40.716966,-74.036016,40.729643,-73.993018,economy,3.89,18.13,17.34,18,1,1
R004783,2024-01-06 19:22:16,40.701628,-73.98339,40.756111,-74.040186,economy,7.72,29.25,29.1,19,5,1
R004784,2024-01-05 02:47:48,40.703281,-73.968506,40.727095,-74.047345,sedan,7.15,8.44,14.22,2,4,0
R004785,2024-01-12 13:08:30,40.730346,-73.986523,40.701688,-74.02136,economy,4.33,8.3,9.82,13,4,0
R004786,2024-01-30 23:56:56,40.679437,-74.006851,40.751695,-74.041937,sedan,8.56,9.88,18.24,23,1,0
R004787,2024-01-15 06:17:19,40.737181,-73.99329,40.730773,-74.00849,economy,1.47,2.88,5.33,6,0,0
R004788,2024-01-25 10:37:11,40.742458,-73.990303,40.71465,-74.03396,sedan,4.81,7.73,15.03,10,3,0
R004789,2024-01-18 07:52:10,40.706735,-73.996155,40.678468,-73.994247,sedan,3.15,9.41,17.44,7,3,1
R004790,2024-01-16 22:05:43,40.687783,-73.970629,40.730075,-74.041514,economy,7.6,17.8,16.2,22,1,0
R004791,2024-01-15 00:29:35,40.719495,-73.995331,40.729647,-74.034458,sedan,3.49,4.67,8.84,0,0,0
R004792,2024-01-11 14:25:04,40.756997,-74.015904,40.71946,-74.032171,suv,4.39,8.48,20.07,14,3,0
R004793,2024-01-25 18:19:35,40.710287,-74.038177,40.68193,-74.023532,economy,3.39,13.29,15.33,18,3,1
R004794,2024-01-12 04:50:56,40.714992,-74.00042,40.721934,-74.00162,sedan,0.78,1.01,4.08,4,4,0
R004795,2024-01-16 05:43:34,40.6757,-74.033148,40.734344,-74.025825,suv,6.55,9.75,26.15,5,1,0
R004796,2024-01-22 15:36:35,40.676944,-74.025506,40.69207,-74.024603,economy,1.68,3.68,6.18,15,0,0
R004797,2024-01-11 12:17:40,40.719031,-74.006319,40.740482,-74.046462,economy,4.14,8.45,10.48,12,3,0
R004798,2024-01-03 10:33:35,40.729745,-73.982903,40.729097,-73.994463,suv,0.98,1.84,7.84,10,2,0
R004799,2024-01-15 01:43:56,40.692751,-74.000561,40.73422,-74.043687,economy,5.87,10.17,10.24,1,0,0
R004800,2024-01-24 00:31:46,40.694383,-73.96523,40.69109,-73.980571,economy,1.34,1.9,3.57,0,2,0
R004801,2024-01-10 12:16:16,40.726866,-73.993408,40.670563,-74.000006,suv,6.29,10.55,26.36,12,2,0
R004802,2024-01-28 16:15:03,40.721956,-73.965322,40.755847,-73.971036,sedan,3.8,6.15,13.18,16,6,0
R004803,2024-01-06 23:49:19,40.681879,-74.010955,40.723567,-73.974439,suv,5.56,7.22,16.6,23,5,0
R004804,2024-01-27 21:33:58,40.72607,-74.010897,40.708677,-74.030739,economy,2.56,5.11,7.21,21,5,0
R004805,2024-01-23 05:15:31,40.715747,-74.03133,40.68601,-74.026185,sedan,3.33,6.19,11.84,5,1,0
R004806,2024-01-27 23:31:29,40.700169,-73.978466,40.698412,-73.990877,suv,1.06,1.53,6.74,23,5,0
R004807,2024-01-21 04:21:15,40.730909,-73.996746,40.735833,-73.995611,sedan,0.56,1.0,4.3,4,6,0
R004808,2024-01-06 05:25:30,40.730635,-73.993439,40.73768,-74.029453,sedan,3.13,4.76,10.92,5,5,0
R004809,2024-01-22 12:26:46,40.706506,-73.984039,40.693357,-74.020922,sedan,3.44,6.52,11.51,12,0,0
R004810,2024-01-07 18:41:23,40.700872,-73.965996,40.698703,-73.996728,economy,2.6,10.79,13.44,18,6,1
R004811,2024-01-27 21:33:08,40.707214,-74.018556,40.735546,-73.990023,economy,3.96,8.06,9.17,21,5,0
R004812,2024-01-24 15:00:53,40.748588,-74.04199,40.712248,-73.973129,suv,7.07,13.3,30.71,15,2,0
R004813,2024-01-15 01:51:15,40.670046,-74.041492,40.720605,-74.039853,sedan,5.62,7.03,12.79,1,0,0
R004814,2024-01-17 23:26:58,40.735362,-73.97515,40.677316,-74.033167,sedan,8.1,10.23,18.43,23,2,0
